sample_id,record_number,source_record,genotype,treatment,learning,BDNF,pCREB
3534,7,3534_7,Ts65Dn,Memantine,S/C,0.278992984,0.239991746
3534,8,3534_8,Ts65Dn,Memantine,S/C,0.300922945,0.243185233
3534,9,3534_9,Ts65Dn,Memantine,S/C,0.285118799,0.236973739
3534,10,3534_10,Ts65Dn,Memantine,S/C,0.28775715,0.232062218
3534,11,3534_11,Ts65Dn,Memantine,S/C,0.290522148,0.230635981
3534,12,3534_12,Ts65Dn,Memantine,S/C,0.292898661,0.233762952
3534,13,3534_13,Ts65Dn,Memantine,S/C,0.322620519,0.25092707
3534,14,3534_14,Ts65Dn,Memantine,S/C,0.304166667,0.268269231
3534,15,3534_15,Ts65Dn,Memantine,S/C,0.317226891,0.2469988
3605,1,3605_1,Ts65Dn,Memantine,S/C,0.323769942,0.225231264
3605,2,3605_2,Ts65Dn,Memantine,S/C,0.33462229,0.241265019
3605,3,3605_3,Ts65Dn,Memantine,S/C,0.335551331,0.245382944
3605,4,3605_4,Ts65Dn,Memantine,S/C,0.317704918,0.214590164
3605,5,3605_5,Ts65Dn,Memantine,S/C,0.328301887,0.222641509
3605,6,3605_6,Ts65Dn,Memantine,S/C,0.332590051,0.238936535
3605,7,3605_7,Ts65Dn,Memantine,S/C,0.309609972,0.217933253
3605,8,3605_8,Ts65Dn,Memantine,S/C,0.313864062,0.222199127
3605,9,3605_9,Ts65Dn,Memantine,S/C,0.320291363,0.236212279
3605,10,3605_10,Ts65Dn,Memantine,S/C,0.318397997,0.223529412
3605,11,3605_11,Ts65Dn,Memantine,S/C,0.332208669,0.232026992
3605,12,3605_12,Ts65Dn,Memantine,S/C,0.338646459,0.242487588
3605,13,3605_13,Ts65Dn,Memantine,S/C,0.327122153,0.226560189
3605,14,3605_14,Ts65Dn,Memantine,S/C,0.324705206,0.232959448
3605,15,3605_15,Ts65Dn,Memantine,S/C,0.37388535,0.255414013
3606,1,3606_1,Ts65Dn,Memantine,S/C,0.322897623,0.202582267
3606,2,3606_2,Ts65Dn,Memantine,S/C,0.303896677,0.201346727
3606,3,3606_3,Ts65Dn,Memantine,S/C,0.318074191,0.199458789
3606,4,3606_4,Ts65Dn,Memantine,S/C,0.291967701,0.184445389
3606,5,3606_5,Ts65Dn,Memantine,S/C,0.277103614,0.178023736
3606,6,3606_6,Ts65Dn,Memantine,S/C,0.276840806,0.187851364
3606,7,3606_7,Ts65Dn,Memantine,S/C,0.281387479,0.182402707
3606,8,3606_8,Ts65Dn,Memantine,S/C,0.268012473,0.177909076
3606,9,3606_9,Ts65Dn,Memantine,S/C,0.274716236,0.168448758
3606,10,3606_10,Ts65Dn,Memantine,S/C,0.272150604,0.188868426
3606,11,3606_11,Ts65Dn,Memantine,S/C,0.28491155,0.191467222
3606,12,3606_12,Ts65Dn,Memantine,S/C,0.273053892,0.161277445
3606,13,3606_13,Ts65Dn,Memantine,S/C,0.268309535,0.162367573
3606,14,3606_14,Ts65Dn,Memantine,S/C,0.286512758,0.165978129
3606,15,3606_15,Ts65Dn,Memantine,S/C,0.264487714,0.157626333
18899,1,18899_1,Ts65Dn,Saline,C/S,0.316018767,0.19269437
18899,2,18899_2,Ts65Dn,Saline,C/S,0.324896694,0.198863636
18899,3,18899_3,Ts65Dn,Saline,C/S,0.356136821,0.192655936
18899,4,18899_4,Ts65Dn,Saline,C/S,0.295107632,0.194520548
18899,5,18899_5,Ts65Dn,Saline,C/S,0.314599751,0.210700954
18899,6,18899_6,Ts65Dn,Saline,C/S,0.326169914,0.198835107
18899,7,18899_7,Ts65Dn,Saline,C/S,0.270482071,0.199477559
18899,8,18899_8,Ts65Dn,Saline,C/S,0.26754386,0.205653021
18899,9,18899_9,Ts65Dn,Saline,C/S,0.308209313,0.201632261
18899,10,18899_10,Ts65Dn,Saline,C/S,0.267427123,0.205956907
18899,11,18899_11,Ts65Dn,Saline,C/S,0.276097561,0.217235772
18899,12,18899_12,Ts65Dn,Saline,C/S,0.29535184,0.21626856
18899,13,18899_13,Ts65Dn,Saline,C/S,0.292274052,0.229227405
18899,14,18899_14,Ts65Dn,Saline,C/S,0.286921381,0.267817781
18899,15,18899_15,Ts65Dn,Saline,C/S,0.290876565,0.231127013
3476,1,3476_1,Ts65Dn,Saline,C/S,0.352553263,0.279675347
3476,2,3476_2,Ts65Dn,Saline,C/S,0.347528647,0.294510005
3476,3,3476_3,Ts65Dn,Saline,C/S,0.370934869,0.306247231
3476,4,3476_4,Ts65Dn,Saline,C/S,0.300496593,0.23790276
3476,5,3476_5,Ts65Dn,Saline,C/S,0.29487029,0.238173495
3476,6,3476_6,Ts65Dn,Saline,C/S,0.304107615,0.259548403
3476,7,3476_7,Ts65Dn,Saline,C/S,0.291847237,0.229279523
3476,8,3476_8,Ts65Dn,Saline,C/S,0.302107728,0.2487946
3476,9,3476_9,Ts65Dn,Saline,C/S,0.292148266,0.232894912
3476,10,3476_10,Ts65Dn,Saline,C/S,0.332319256,0.241947029
3476,11,3476_11,Ts65Dn,Saline,C/S,0.301669959,0.233435087
3476,12,3476_12,Ts65Dn,Saline,C/S,0.288273616,0.204885993
3476,13,3476_13,Ts65Dn,Saline,C/S,0.282316241,0.232014038
3476,14,3476_14,Ts65Dn,Saline,C/S,0.284848485,0.234545455
3476,15,3476_15,Ts65Dn,Saline,C/S,0.289833911,0.199306443
3483,1,3483_1,Ts65Dn,Saline,C/S,0.355557569,0.245221487
3483,2,3483_2,Ts65Dn,Saline,C/S,0.337886987,0.239332919
3483,3,3483_3,Ts65Dn,Saline,C/S,0.346877748,0.240545295
3483,4,3483_4,Ts65Dn,Saline,C/S,0.294829732,0.202851001
3483,5,3483_5,Ts65Dn,Saline,C/S,0.288591372,0.214326582
3483,6,3483_6,Ts65Dn,Saline,C/S,0.294651163,0.209418605
3483,7,3483_7,Ts65Dn,Saline,C/S,0.285349462,0.195833333
3483,8,3483_8,Ts65Dn,Saline,C/S,0.271282934,0.189196346
3483,9,3483_9,Ts65Dn,Saline,C/S,0.279176201,0.19504644
3483,10,3483_10,Ts65Dn,Saline,C/S,0.25462963,0.185541311
3483,11,3483_11,Ts65Dn,Saline,C/S,0.259678275,0.17836309
3483,12,3483_12,Ts65Dn,Saline,C/S,0.247709594,0.179429559
3483,13,3483_13,Ts65Dn,Saline,C/S,0.24376123,0.176681972
3483,14,3483_14,Ts65Dn,Saline,C/S,0.24195122,0.167609756
3483,15,3483_15,Ts65Dn,Saline,C/S,0.239984366,0.188587063
3498,1,3498_1,Ts65Dn,Saline,C/S,0.320743754,0.201723804
3498,2,3498_2,Ts65Dn,Saline,C/S,0.33959825,0.205946698
3498,3,3498_3,Ts65Dn,Saline,C/S,0.339729922,0.212305818
3498,4,3498_4,Ts65Dn,Saline,C/S,0.289645185,0.195631185
3498,5,3498_5,Ts65Dn,Saline,C/S,0.324456163,0.213052076
3498,6,3498_6,Ts65Dn,Saline,C/S,0.322087093,0.215117039
3498,7,3498_7,Ts65Dn,Saline,C/S,0.268760064,0.2
3498,8,3498_8,Ts65Dn,Saline,C/S,0.287444021,0.202355283
3498,9,3498_9,Ts65Dn,Saline,C/S,0.290756303,0.208907563
3498,10,3498_10,Ts65Dn,Saline,C/S,0.24515634,0.234413965
3498,11,3498_11,Ts65Dn,Saline,C/S,0.266422615,0.207240187
3498,12,3498_12,Ts65Dn,Saline,C/S,0.28220339,0.207415254
3498,13,3498_13,Ts65Dn,Saline,C/S,0.254906334,0.22279215
3498,14,3498_14,Ts65Dn,Saline,C/S,0.262723845,0.211121583
3498,15,3498_15,Ts65Dn,Saline,C/S,0.265834077,0.194469224
50810B,1,50810B_1,Ts65Dn,Saline,C/S,0.342748777,0.210200619
50810B,2,50810B_2,Ts65Dn,Saline,C/S,0.343921686,0.200479473
50810B,3,50810B_3,Ts65Dn,Saline,C/S,0.337325741,0.199980365
50810B,4,50810B_4,Ts65Dn,Saline,C/S,0.304595469,0.192880259
50810B,5,50810B_5,Ts65Dn,Saline,C/S,0.295302013,0.189692288
50810B,6,50810B_6,Ts65Dn,Saline,C/S,0.292914172,0.173153693
50810B,7,50810B_7,Ts65Dn,Saline,C/S,0.278250901,0.171798231
50810B,8,50810B_8,Ts65Dn,Saline,C/S,0.271983312,0.166720154
50810B,9,50810B_9,Ts65Dn,Saline,C/S,0.290728044,0.166829905
50810B,10,50810B_10,Ts65Dn,Saline,C/S,0.255748738,0.149560666
50810B,11,50810B_11,Ts65Dn,Saline,C/S,0.247881738,0.163511808
50810B,12,50810B_12,Ts65Dn,Saline,C/S,0.258141674,0.165041398
50810B,13,50810B_13,Ts65Dn,Saline,C/S,0.245064998,0.158401541
50810B,14,50810B_14,Ts65Dn,Saline,C/S,0.245794393,0.173130841
50810B,15,50810B_15,Ts65Dn,Saline,C/S,0.242114817,0.14545042
50810C,1,50810C_1,Ts65Dn,Saline,C/S,0.442335971,0.262796723
50810C,2,50810C_2,Ts65Dn,Saline,C/S,0.441596459,0.263601314
50810C,3,50810C_3,Ts65Dn,Saline,C/S,0.464848359,0.249774447
50810C,4,50810C_4,Ts65Dn,Saline,C/S,0.373247442,0.228021978
50810C,5,50810C_5,Ts65Dn,Saline,C/S,0.381948424,0.221680993
50810C,6,50810C_6,Ts65Dn,Saline,C/S,0.374207385,0.217456173
50810C,7,50810C_7,Ts65Dn,Saline,C/S,0.33790436,0.206868261
50810C,8,50810C_8,Ts65Dn,Saline,C/S,0.341565259,0.205559532
50810C,9,50810C_9,Ts65Dn,Saline,C/S,0.342226965,0.198861615
50810C,10,50810C_10,Ts65Dn,Saline,C/S,0.312548593,0.200124397
50810C,11,50810C_11,Ts65Dn,Saline,C/S,0.301582228,0.203771776
50810C,12,50810C_12,Ts65Dn,Saline,C/S,0.30803097,0.19250038
50810C,13,50810C_13,Ts65Dn,Saline,C/S,0.294337698,0.205407244
50810C,14,50810C_14,Ts65Dn,Saline,C/S,0.285146118,0.190731454
50810C,15,50810C_15,Ts65Dn,Saline,C/S,0.309030958,0.216523173
50810E,1,50810E_1,Ts65Dn,Saline,C/S,0.376709895,0.24054006
50810E,2,50810E_2,Ts65Dn,Saline,C/S,0.383856343,0.233531869
50810E,3,50810E_3,Ts65Dn,Saline,C/S,0.386225646,0.239963752
50810E,4,50810E_4,Ts65Dn,Saline,C/S,0.333832522,0.207912143
50810E,5,50810E_5,Ts65Dn,Saline,C/S,0.331712184,0.208380097
50810E,6,50810E_6,Ts65Dn,Saline,C/S,0.330872231,0.20760856
50810E,7,50810E_7,Ts65Dn,Saline,C/S,0.299756172,0.192776593
50810E,8,50810E_8,Ts65Dn,Saline,C/S,0.306177977,0.202784891
50810E,9,50810E_9,Ts65Dn,Saline,C/S,0.305586153,0.200786782
50810E,10,50810E_10,Ts65Dn,Saline,C/S,0.29617737,0.204740061
50810E,11,50810E_11,Ts65Dn,Saline,C/S,0.2906381,0.206800186
50810E,12,50810E_12,Ts65Dn,Saline,C/S,0.296423017,0.206376361
50810E,13,50810E_13,Ts65Dn,Saline,C/S,0.278855032,0.216989843
50810E,14,50810E_14,Ts65Dn,Saline,C/S,0.276118018,0.209129709
50810E,15,50810E_15,Ts65Dn,Saline,C/S,0.290978158,0.209116809
3421,1,3421_1,Ts65Dn,Saline,S/C,0.323672384,0.223424745
3421,2,3421_2,Ts65Dn,Saline,S/C,0.317242657,0.243861762
3421,3,3421_3,Ts65Dn,Saline,S/C,0.345640526,0.261568436
3421,4,3421_4,Ts65Dn,Saline,S/C,0.300678952,0.204440134
3421,5,3421_5,Ts65Dn,Saline,S/C,0.301781113,0.210148986
3421,6,3421_6,Ts65Dn,Saline,S/C,0.310188416,0.211095604
3421,7,3421_7,Ts65Dn,Saline,S/C,0.250059538,0.163967611
3421,8,3421_8,Ts65Dn,Saline,S/C,0.258629846,0.184678704
3421,9,3421_9,Ts65Dn,Saline,S/C,0.277329939,0.19601188
3421,10,3421_10,Ts65Dn,Saline,S/C,0.234618182,0.156654545
3421,11,3421_11,Ts65Dn,Saline,S/C,0.248693835,0.165397821
3421,12,3421_12,Ts65Dn,Saline,S/C,0.276657553,0.184039645
3421,13,3421_13,Ts65Dn,Saline,S/C,0.241693291,0.162779553
3421,14,3421_14,Ts65Dn,Saline,S/C,0.239036145,0.155823293
3421,15,3421_15,Ts65Dn,Saline,S/C,0.289689346,0.181055841
3425,1,3425_1,Ts65Dn,Saline,S/C,0.318812076,0.246435244
3425,2,3425_2,Ts65Dn,Saline,S/C,0.314783427,0.229661017
3425,3,3425_3,Ts65Dn,Saline,S/C,0.298396702,0.226843793
3425,4,3425_4,Ts65Dn,Saline,S/C,0.284404748,0.216241627
3425,5,3425_5,Ts65Dn,Saline,S/C,0.269501172,0.204553063
3425,6,3425_6,Ts65Dn,Saline,S/C,0.261558931,0.198691651
3425,7,3425_7,Ts65Dn,Saline,S/C,0.260963336,0.193961179
3425,8,3425_8,Ts65Dn,Saline,S/C,0.234376997,0.170223642
3425,9,3425_9,Ts65Dn,Saline,S/C,0.235013536,0.169008637
3425,10,3425_10,Ts65Dn,Saline,S/C,0.246042216,0.166062005
3425,11,3425_11,Ts65Dn,Saline,S/C,0.207662835,0.156321839
3425,12,3425_12,Ts65Dn,Saline,S/C,0.216283022,0.154333385
3425,13,3425_13,Ts65Dn,Saline,S/C,0.203435805,0.157142857
3425,14,3425_14,Ts65Dn,Saline,S/C,0.206748795,0.154258168
3425,15,3425_15,Ts65Dn,Saline,S/C,0.194159569,0.148096645
3426,1,3426_1,Ts65Dn,Saline,S/C,0.409320273,0.255664391
3426,2,3426_2,Ts65Dn,Saline,S/C,0.38732662,0.251377541
3426,3,3426_3,Ts65Dn,Saline,S/C,0.376439841,0.259413416
3426,4,3426_4,Ts65Dn,Saline,S/C,0.382957393,0.243734336
3426,5,3426_5,Ts65Dn,Saline,S/C,0.347259711,0.234714235
3426,6,3426_6,Ts65Dn,Saline,S/C,0.347187086,0.255270449
3426,7,3426_7,Ts65Dn,Saline,S/C,0.344047433,0.233577781
3426,8,3426_8,Ts65Dn,Saline,S/C,0.316564242,0.221809347
3426,9,3426_9,Ts65Dn,Saline,S/C,0.321840803,0.231899265
3426,10,3426_10,Ts65Dn,Saline,S/C,0.318545455,0.223454545
3426,11,3426_11,Ts65Dn,Saline,S/C,0.297992251,0.217506164
3426,12,3426_12,Ts65Dn,Saline,S/C,0.301539012,0.226735863
3426,13,3426_13,Ts65Dn,Saline,S/C,NA,NA
3426,14,3426_14,Ts65Dn,Saline,S/C,NA,NA
3426,15,3426_15,Ts65Dn,Saline,S/C,NA,NA
3491,1,3491_1,Ts65Dn,Saline,S/C,0.383866599,0.283561876
3491,2,3491_2,Ts65Dn,Saline,S/C,0.401131396,0.297420074
3491,3,3491_3,Ts65Dn,Saline,S/C,0.380524152,0.304556355
3491,4,3491_4,Ts65Dn,Saline,S/C,0.353676626,0.284700148
3491,5,3491_5,Ts65Dn,Saline,S/C,0.352658016,0.272917539
3491,6,3491_6,Ts65Dn,Saline,S/C,0.332892999,0.267147648
3491,7,3491_7,Ts65Dn,Saline,S/C,0.3433687,0.236870027
3491,8,3491_8,Ts65Dn,Saline,S/C,0.313407676,0.235736515
3491,9,3491_9,Ts65Dn,Saline,S/C,0.289785933,0.226911315
3491,10,3491_10,Ts65Dn,Saline,S/C,0.363295241,0.237932799
3491,11,3491_11,Ts65Dn,Saline,S/C,0.385961959,0.233630702
3491,12,3491_12,Ts65Dn,Saline,S/C,0.361929853,0.232175202
3491,13,3491_13,Ts65Dn,Saline,S/C,0.358586933,0.267290913
3491,14,3491_14,Ts65Dn,Saline,S/C,0.362458194,0.261078595
3491,15,3491_15,Ts65Dn,Saline,S/C,0.356124807,0.228043143
3513,1,3513_1,Ts65Dn,Saline,S/C,0.374946966,0.256470089
3513,2,3513_2,Ts65Dn,Saline,S/C,0.387617179,0.269239154
3513,3,3513_3,Ts65Dn,Saline,S/C,0.380380705,0.264330521
3513,4,3513_4,Ts65Dn,Saline,S/C,0.399491435,0.245182013
3513,5,3513_5,Ts65Dn,Saline,S/C,0.357768495,0.244710955
3513,6,3513_6,Ts65Dn,Saline,S/C,0.312658995,0.223622047
3513,7,3513_7,Ts65Dn,Saline,S/C,0.366357069,0.23374613
3513,8,3513_8,Ts65Dn,Saline,S/C,0.336960218,0.22849371
3513,9,3513_9,Ts65Dn,Saline,S/C,0.317010722,0.218915026
3513,10,3513_10,Ts65Dn,Saline,S/C,0.332731649,0.225631769
3513,11,3513_11,Ts65Dn,Saline,S/C,0.292499542,0.202824134
3513,12,3513_12,Ts65Dn,Saline,S/C,0.303364379,0.21231705
3513,13,3513_13,Ts65Dn,Saline,S/C,0.325908558,0.21852286
3513,14,3513_14,Ts65Dn,Saline,S/C,0.317004899,0.218801026
3513,15,3513_15,Ts65Dn,Saline,S/C,0.291444421,0.20631534
3517,1,3517_1,Ts65Dn,Saline,S/C,0.403592979,0.251645639
3517,2,3517_2,Ts65Dn,Saline,S/C,0.390864943,0.237432734
3517,3,3517_3,Ts65Dn,Saline,S/C,0.370728562,0.237395229
3517,4,3517_4,Ts65Dn,Saline,S/C,0.375518672,0.227736993
3517,5,3517_5,Ts65Dn,Saline,S/C,0.344653715,0.226457067
3517,6,3517_6,Ts65Dn,Saline,S/C,0.385701275,0.216757741
3517,7,3517_7,Ts65Dn,Saline,S/C,0.376144879,0.229808493
3517,8,3517_8,Ts65Dn,Saline,S/C,0.326144533,0.210556186
3517,9,3517_9,Ts65Dn,Saline,S/C,0.363264547,0.20319762
3517,10,3517_10,Ts65Dn,Saline,S/C,0.379560155,0.227684347
3517,11,3517_11,Ts65Dn,Saline,S/C,0.346371348,0.204288407
3517,12,3517_12,Ts65Dn,Saline,S/C,0.314810811,0.186594595
3517,13,3517_13,Ts65Dn,Saline,S/C,0.395093063,0.197969543
3517,14,3517_14,Ts65Dn,Saline,S/C,0.361792956,0.186766275
3517,15,3517_15,Ts65Dn,Saline,S/C,0.336905059,0.163219537
3525,1,3525_1,Ts65Dn,Saline,S/C,0.417970722,0.283493185
3525,2,3525_2,Ts65Dn,Saline,S/C,0.435056877,0.297931748
3525,3,3525_3,Ts65Dn,Saline,S/C,0.44335837,0.299207737
3525,4,3525_4,Ts65Dn,Saline,S/C,0.403841388,0.242750929
3525,5,3525_5,Ts65Dn,Saline,S/C,0.425733806,0.264423077
3525,6,3525_6,Ts65Dn,Saline,S/C,0.439751395,0.273972603
3525,7,3525_7,Ts65Dn,Saline,S/C,0.383499103,0.244741562
3525,8,3525_8,Ts65Dn,Saline,S/C,0.405295316,0.253903598
3525,9,3525_9,Ts65Dn,Saline,S/C,0.4041518,0.244242621
3525,10,3525_10,Ts65Dn,Saline,S/C,0.420482931,0.25020816
3525,11,3525_11,Ts65Dn,Saline,S/C,0.399101307,0.232638889
3525,12,3525_12,Ts65Dn,Saline,S/C,0.431650369,0.239074037
3525,13,3525_13,Ts65Dn,Saline,S/C,0.361243419,0.254951116
3525,14,3525_14,Ts65Dn,Saline,S/C,0.390353058,0.24067628
3525,15,3525_15,Ts65Dn,Saline,S/C,0.386275461,0.242725509
J1291,1,J1291_1,Ts65Dn,Saline,S/C,0.320348007,0.245033113
J1291,2,J1291_2,Ts65Dn,Saline,S/C,0.319745897,0.250661726
J1291,3,J1291_3,Ts65Dn,Saline,S/C,0.32629913,0.252967555
J1291,4,J1291_4,Ts65Dn,Saline,S/C,0.303124033,0.229044231
J1291,5,J1291_5,Ts65Dn,Saline,S/C,0.300984103,0.232248297
J1291,6,J1291_6,Ts65Dn,Saline,S/C,0.329316632,0.245758681
J1291,7,J1291_7,Ts65Dn,Saline,S/C,0.296071361,0.227747201
J1291,8,J1291_8,Ts65Dn,Saline,S/C,0.279349904,0.238240918
J1291,9,J1291_9,Ts65Dn,Saline,S/C,0.283381364,0.236887608
J1291,10,J1291_10,Ts65Dn,Saline,S/C,0.276428571,0.27452381
J1291,11,J1291_11,Ts65Dn,Saline,S/C,0.275943956,0.243172643
J1291,12,J1291_12,Ts65Dn,Saline,S/C,0.274344794,0.250540995
J1291,13,J1291_13,Ts65Dn,Saline,S/C,0.25343189,0.274551214
J1291,14,J1291_14,Ts65Dn,Saline,S/C,0.255145119,0.24353562
J1291,15,J1291_15,Ts65Dn,Saline,S/C,0.282578875,0.247462277
J3295,1,J3295_1,Ts65Dn,Saline,S/C,0.344687842,0.259693319
J3295,2,J3295_2,Ts65Dn,Saline,S/C,0.354466542,0.251620701
J3295,3,J3295_3,Ts65Dn,Saline,S/C,0.362811029,0.261488456
J3295,4,J3295_4,Ts65Dn,Saline,S/C,0.313620306,0.23119194
J3295,5,J3295_5,Ts65Dn,Saline,S/C,0.334691196,0.22890933
J3295,6,J3295_6,Ts65Dn,Saline,S/C,0.314914941,0.241856785
J3295,7,J3295_7,Ts65Dn,Saline,S/C,0.290575916,0.206036341
J3295,8,J3295_8,Ts65Dn,Saline,S/C,0.316403785,0.215457413
J3295,9,J3295_9,Ts65Dn,Saline,S/C,0.299644568,0.221758615
J3295,10,J3295_10,Ts65Dn,Saline,S/C,0.254438808,0.187381103
J3295,11,J3295_11,Ts65Dn,Saline,S/C,0.254860375,0.207317073
J3295,12,J3295_12,Ts65Dn,Saline,S/C,0.251637555,0.216339156
J3295,13,J3295_13,Ts65Dn,Saline,S/C,0.234118087,0.185164425
J3295,14,J3295_14,Ts65Dn,Saline,S/C,0.243974133,0.192043896
J3295,15,J3295_15,Ts65Dn,Saline,S/C,0.256564308,0.223631509
