sample_id,record_number,source_record,genotype,treatment,learning,BDNF,pCREB,NR1
363,4,363_4,Ts65Dn,Memantine,C/S,0.311645315,0.211890024,2.287030373
363,5,363_5,Ts65Dn,Memantine,C/S,0.325450783,0.218740763,2.364912799
363,6,363_6,Ts65Dn,Memantine,C/S,0.310937282,0.204358151,2.292778321
363,7,363_7,Ts65Dn,Memantine,C/S,0.338902601,0.223087146,2.373457376
363,8,363_8,Ts65Dn,Memantine,C/S,0.330186933,0.224504905,2.359429946
363,9,363_9,Ts65Dn,Memantine,C/S,0.315903354,0.213306888,2.317526145
363,10,363_10,Ts65Dn,Memantine,C/S,0.321024694,0.212785599,2.15531964
363,11,363_11,Ts65Dn,Memantine,C/S,0.359624413,0.21971831,2.194366197
363,12,363_12,Ts65Dn,Memantine,C/S,0.328581611,0.218104063,2.291518175
363,13,363_13,Ts65Dn,Memantine,C/S,0.350989685,0.219682186,2.120713688
363,14,363_14,Ts65Dn,Memantine,C/S,0.331990794,0.233314154,2.174913694
363,15,363_15,Ts65Dn,Memantine,C/S,0.354010387,0.230236584,2.194171956
293,1,293_1,Ts65Dn,Memantine,S/C,0.333575758,0.26230303,2.670424242
293,2,293_2,Ts65Dn,Memantine,S/C,0.301703712,0.239647975,2.490127496
293,3,293_3,Ts65Dn,Memantine,S/C,0.296144472,0.241413694,2.439286506
293,4,293_4,Ts65Dn,Memantine,S/C,0.313085439,0.23389157,2.391143911
293,5,293_5,Ts65Dn,Memantine,S/C,0.302281918,0.239168111,2.454650491
293,6,293_6,Ts65Dn,Memantine,S/C,0.283994528,0.235294118,2.32120383
293,7,293_7,Ts65Dn,Memantine,S/C,0.302443281,0.242059337,2.378359511
293,8,293_8,Ts65Dn,Memantine,S/C,0.279164627,0.219448523,2.229564366
293,9,293_9,Ts65Dn,Memantine,S/C,0.296649146,0.232260184,2.24195138
293,10,293_10,Ts65Dn,Memantine,S/C,0.278100373,0.239527167,2.164869349
293,11,293_11,Ts65Dn,Memantine,S/C,0.270511779,0.233753046,2.113119415
293,12,293_12,Ts65Dn,Memantine,S/C,0.274509804,0.231092437,2.087635054
293,13,293_13,Ts65Dn,Memantine,S/C,0.310115678,0.25695299,2.093034703
293,14,293_14,Ts65Dn,Memantine,S/C,0.262756319,0.254649499,1.998092513
293,15,293_15,Ts65Dn,Memantine,S/C,0.29407389,0.244483015,2.100917431
3411,1,3411_1,Ts65Dn,Memantine,S/C,0.34414025,0.261287224,2.775936599
3411,2,3411_2,Ts65Dn,Memantine,S/C,0.328603792,0.264695362,2.704661977
3411,3,3411_3,Ts65Dn,Memantine,S/C,0.311877309,0.243479234,2.356878988
3411,4,3411_4,Ts65Dn,Memantine,S/C,0.31560821,0.234054277,2.450613032
3411,5,3411_5,Ts65Dn,Memantine,S/C,0.319454415,0.250681981,2.521751615
3411,6,3411_6,Ts65Dn,Memantine,S/C,0.288943425,0.229010592,2.253552054
3411,7,3411_7,Ts65Dn,Memantine,S/C,0.316298343,0.240676796,2.378970994
3411,8,3411_8,Ts65Dn,Memantine,S/C,0.307069344,0.242449806,2.337438839
3411,9,3411_9,Ts65Dn,Memantine,S/C,0.282927616,0.227954216,2.181202644
3411,10,3411_10,Ts65Dn,Memantine,S/C,0.295844986,0.233719537,2.189972034
3411,11,3411_11,Ts65Dn,Memantine,S/C,0.295211713,0.225761773,2.094974278
3411,12,3411_12,Ts65Dn,Memantine,S/C,0.286300567,0.226304475,2.043971077
3411,13,3411_13,Ts65Dn,Memantine,S/C,0.307088432,0.217039945,2.07850381
3411,14,3411_14,Ts65Dn,Memantine,S/C,0.303402647,0.229206049,2.108695652
3411,15,3411_15,Ts65Dn,Memantine,S/C,0.298298068,0.258279669,2.015869365
3418,1,3418_1,Ts65Dn,Memantine,S/C,0.355306872,0.231509005,2.735093548
3418,2,3418_2,Ts65Dn,Memantine,S/C,0.333894595,0.218218555,2.618117528
3418,3,3418_3,Ts65Dn,Memantine,S/C,0.32032,0.21232,2.41296
3418,4,3418_4,Ts65Dn,Memantine,S/C,0.347986097,0.203843795,2.524023717
3418,5,3418_5,Ts65Dn,Memantine,S/C,0.37013519,0.237812372,2.443875461
3418,6,3418_6,Ts65Dn,Memantine,S/C,0.312560668,0.205202873,2.305571734
3418,7,3418_7,Ts65Dn,Memantine,S/C,0.328750307,0.202307881,2.387429413
3418,8,3418_8,Ts65Dn,Memantine,S/C,0.347462062,0.226059655,2.397697541
3418,9,3418_9,Ts65Dn,Memantine,S/C,0.287719298,0.198362573,2.12
3418,10,3418_10,Ts65Dn,Memantine,S/C,0.31787361,0.179549769,1.968538107
3418,11,3418_11,Ts65Dn,Memantine,S/C,0.319849754,0.207743427,2.097370702
3418,12,3418_12,Ts65Dn,Memantine,S/C,0.295291301,0.193136472,1.913008779
3418,13,3418_13,Ts65Dn,Memantine,S/C,0.294469357,0.184753363,1.843049327
3418,14,3418_14,Ts65Dn,Memantine,S/C,0.307430341,0.192569659,1.920433437
3418,15,3418_15,Ts65Dn,Memantine,S/C,0.303125987,0.195137354,1.918850647
3501,1,3501_1,Ts65Dn,Memantine,S/C,0.362708102,0.267924528,2.79145394
3501,2,3501_2,Ts65Dn,Memantine,S/C,0.363838789,0.282119795,2.860164774
3501,3,3501_3,Ts65Dn,Memantine,S/C,0.370070114,0.287576687,2.892638037
3501,4,3501_4,Ts65Dn,Memantine,S/C,0.349724518,0.250964187,2.728236915
3501,5,3501_5,Ts65Dn,Memantine,S/C,0.353193848,0.256616323,2.832201746
3501,6,3501_6,Ts65Dn,Memantine,S/C,0.378771256,0.262753703,2.825287987
3501,7,3501_7,Ts65Dn,Memantine,S/C,0.335163892,0.236313712,2.638235799
3501,8,3501_8,Ts65Dn,Memantine,S/C,0.345006702,0.254524129,2.629859249
3501,9,3501_9,Ts65Dn,Memantine,S/C,0.348993289,0.245973154,2.665436242
3501,10,3501_10,Ts65Dn,Memantine,S/C,0.321604662,0.22523532,2.430300314
3501,11,3501_11,Ts65Dn,Memantine,S/C,0.328235816,0.231161348,2.432402482
3501,12,3501_12,Ts65Dn,Memantine,S/C,0.383583447,0.239427012,2.534561164
3501,13,3501_13,Ts65Dn,Memantine,S/C,0.349829798,0.234354543,2.398795496
3501,14,3501_14,Ts65Dn,Memantine,S/C,0.378558127,0.248470338,2.457302474
3501,15,3501_15,Ts65Dn,Memantine,S/C,0.364004317,0.257960065,2.565569347
3502,1,3502_1,Ts65Dn,Memantine,S/C,0.376906928,0.252764171,2.528481456
3502,2,3502_2,Ts65Dn,Memantine,S/C,0.405281941,0.266809422,2.686509636
3502,3,3502_3,Ts65Dn,Memantine,S/C,0.397754725,0.268011937,2.673014068
3502,4,3502_4,Ts65Dn,Memantine,S/C,0.360998053,0.251813838,2.524685896
3502,5,3502_5,Ts65Dn,Memantine,S/C,0.377518558,0.255390597,2.54524567
3502,6,3502_6,Ts65Dn,Memantine,S/C,0.394223955,0.271438696,2.651842665
3502,7,3502_7,Ts65Dn,Memantine,S/C,0.350045167,0.254742547,2.480126468
3502,8,3502_8,Ts65Dn,Memantine,S/C,0.35745614,0.254605263,2.478508772
3502,9,3502_9,Ts65Dn,Memantine,S/C,0.361912969,0.249892288,2.520896165
3502,10,3502_10,Ts65Dn,Memantine,S/C,0.373277075,0.264416315,2.545428973
3502,11,3502_11,Ts65Dn,Memantine,S/C,0.384742495,0.254750757,2.507022859
3502,12,3502_12,Ts65Dn,Memantine,S/C,0.38209266,0.245705362,2.416189485
3502,13,3502_13,Ts65Dn,Memantine,S/C,0.351963746,0.295694864,2.570996979
3502,14,3502_14,Ts65Dn,Memantine,S/C,0.335646457,0.302410519,2.477720964
3502,15,3502_15,Ts65Dn,Memantine,S/C,0.401746725,0.294032023,2.539665211
3530,1,3530_1,Ts65Dn,Memantine,S/C,0.324040456,0.216286307,2.8344139
3530,2,3530_2,Ts65Dn,Memantine,S/C,0.307672436,0.212994058,2.77124774
3530,3,3530_3,Ts65Dn,Memantine,S/C,0.321766153,0.211187362,2.789071604
3530,4,3530_4,Ts65Dn,Memantine,S/C,0.323880597,0.22106136,2.755389718
3530,5,3530_5,Ts65Dn,Memantine,S/C,0.301774194,0.211451613,2.673548387
3530,6,3530_6,Ts65Dn,Memantine,S/C,0.301782616,0.206026187,2.600567913
3530,7,3530_7,Ts65Dn,Memantine,S/C,0.307172131,0.226229508,2.68852459
3530,8,3530_8,Ts65Dn,Memantine,S/C,0.292993631,0.217356688,2.603702229
3530,9,3530_9,Ts65Dn,Memantine,S/C,0.287794597,0.207702625,2.471163058
3530,10,3530_10,Ts65Dn,Memantine,S/C,0.293150012,0.227596366,2.490547508
3530,11,3530_11,Ts65Dn,Memantine,S/C,0.300911106,0.236394977,2.507017976
3530,12,3530_12,Ts65Dn,Memantine,S/C,0.34691358,0.225925926,2.48
3530,13,3530_13,Ts65Dn,Memantine,S/C,0.307038123,0.273607038,2.351612903
3530,14,3530_14,Ts65Dn,Memantine,S/C,0.356547619,0.247321429,2.406845238
3530,15,3530_15,Ts65Dn,Memantine,S/C,0.362496176,0.250535332,2.449984705
3534,1,3534_1,Ts65Dn,Memantine,S/C,0.340994047,0.248788592,2.677973141
3534,2,3534_2,Ts65Dn,Memantine,S/C,0.331378299,0.251501187,2.742214774
3534,3,3534_3,Ts65Dn,Memantine,S/C,0.341868317,0.251125492,2.735790658
3534,4,3534_4,Ts65Dn,Memantine,S/C,0.292350624,0.230137886,2.470617203
3534,5,3534_5,Ts65Dn,Memantine,S/C,0.31951431,0.244579358,2.572072853
3534,6,3534_6,Ts65Dn,Memantine,S/C,0.318478069,0.260524925,2.536022547
3534,7,3534_7,Ts65Dn,Memantine,S/C,0.278992984,0.239991746,2.388774247
3534,8,3534_8,Ts65Dn,Memantine,S/C,0.300922945,0.243185233,2.434427989
3534,9,3534_9,Ts65Dn,Memantine,S/C,0.285118799,0.236973739,2.403293039
3534,10,3534_10,Ts65Dn,Memantine,S/C,0.28775715,0.232062218,2.326894129
3534,11,3534_11,Ts65Dn,Memantine,S/C,0.290522148,0.230635981,2.246473645
3534,12,3534_12,Ts65Dn,Memantine,S/C,0.292898661,0.233762952,2.278493808
3534,13,3534_13,Ts65Dn,Memantine,S/C,0.322620519,0.25092707,2.232076638
3534,14,3534_14,Ts65Dn,Memantine,S/C,0.304166667,0.268269231,2.335576923
3534,15,3534_15,Ts65Dn,Memantine,S/C,0.317226891,0.2469988,2.216986795
3605,1,3605_1,Ts65Dn,Memantine,S/C,0.323769942,0.225231264,2.440541628
3605,2,3605_2,Ts65Dn,Memantine,S/C,0.33462229,0.241265019,2.589283248
3605,3,3605_3,Ts65Dn,Memantine,S/C,0.335551331,0.245382944,2.5640956
3605,4,3605_4,Ts65Dn,Memantine,S/C,0.317704918,0.214590164,2.33
3605,5,3605_5,Ts65Dn,Memantine,S/C,0.328301887,0.222641509,2.426758148
3605,6,3605_6,Ts65Dn,Memantine,S/C,0.332590051,0.238936535,2.507204117
3605,7,3605_7,Ts65Dn,Memantine,S/C,0.309609972,0.217933253,2.1982308
3605,8,3605_8,Ts65Dn,Memantine,S/C,0.313864062,0.222199127,2.321346913
3605,9,3605_9,Ts65Dn,Memantine,S/C,0.320291363,0.236212279,2.376690947
3605,10,3605_10,Ts65Dn,Memantine,S/C,0.318397997,0.223529412,2.119649562
3605,11,3605_11,Ts65Dn,Memantine,S/C,0.332208669,0.232026992,2.268102777
3605,12,3605_12,Ts65Dn,Memantine,S/C,0.338646459,0.242487588,2.288476614
3605,13,3605_13,Ts65Dn,Memantine,S/C,0.327122153,0.226560189,2.089618456
3605,14,3605_14,Ts65Dn,Memantine,S/C,0.324705206,0.232959448,2.056945643
3605,15,3605_15,Ts65Dn,Memantine,S/C,0.37388535,0.255414013,2.30955414
3606,1,3606_1,Ts65Dn,Memantine,S/C,0.322897623,0.202582267,2.288391225
3606,2,3606_2,Ts65Dn,Memantine,S/C,0.303896677,0.201346727,2.242852412
3606,3,3606_3,Ts65Dn,Memantine,S/C,0.318074191,0.199458789,2.300710339
3606,4,3606_4,Ts65Dn,Memantine,S/C,0.291967701,0.184445389,2.241535628
3606,5,3606_5,Ts65Dn,Memantine,S/C,0.277103614,0.178023736,2.088145086
3606,6,3606_6,Ts65Dn,Memantine,S/C,0.276840806,0.187851364,2.202248732
3606,7,3606_7,Ts65Dn,Memantine,S/C,0.281387479,0.182402707,2.151099831
3606,8,3606_8,Ts65Dn,Memantine,S/C,0.268012473,0.177909076,2.026587888
3606,9,3606_9,Ts65Dn,Memantine,S/C,0.274716236,0.168448758,2.04227669
3606,10,3606_10,Ts65Dn,Memantine,S/C,0.272150604,0.188868426,1.903212605
3606,11,3606_11,Ts65Dn,Memantine,S/C,0.28491155,0.191467222,1.953173777
3606,12,3606_12,Ts65Dn,Memantine,S/C,0.273053892,0.161277445,1.84510978
3606,13,3606_13,Ts65Dn,Memantine,S/C,0.268309535,0.162367573,1.787655458
3606,14,3606_14,Ts65Dn,Memantine,S/C,0.286512758,0.165978129,1.889914945
3606,15,3606_15,Ts65Dn,Memantine,S/C,0.264487714,0.157626333,1.802271674
18899,1,18899_1,Ts65Dn,Saline,C/S,0.316018767,0.19269437,2.204591153
18899,2,18899_2,Ts65Dn,Saline,C/S,0.324896694,0.198863636,2.285640496
18899,3,18899_3,Ts65Dn,Saline,C/S,0.356136821,0.192655936,2.330147552
18899,4,18899_4,Ts65Dn,Saline,C/S,0.295107632,0.194520548,2.008023483
18899,5,18899_5,Ts65Dn,Saline,C/S,0.314599751,0.210700954,2.194110328
18899,6,18899_6,Ts65Dn,Saline,C/S,0.326169914,0.198835107,2.174733882
18899,7,18899_7,Ts65Dn,Saline,C/S,0.270482071,0.199477559,1.912609831
18899,8,18899_8,Ts65Dn,Saline,C/S,0.26754386,0.205653021,2.019249513
18899,9,18899_9,Ts65Dn,Saline,C/S,0.308209313,0.201632261,2.096975516
18899,10,18899_10,Ts65Dn,Saline,C/S,0.267427123,0.205956907,1.878010139
18899,11,18899_11,Ts65Dn,Saline,C/S,0.276097561,0.217235772,1.929105691
18899,12,18899_12,Ts65Dn,Saline,C/S,0.29535184,0.21626856,1.996772111
18899,13,18899_13,Ts65Dn,Saline,C/S,0.292274052,0.229227405,1.909620991
18899,14,18899_14,Ts65Dn,Saline,C/S,0.286921381,0.267817781,1.939382807
18899,15,18899_15,Ts65Dn,Saline,C/S,0.290876565,0.231127013,1.921288014
3476,1,3476_1,Ts65Dn,Saline,C/S,0.352553263,0.279675347,2.693523842
3476,2,3476_2,Ts65Dn,Saline,C/S,0.347528647,0.294510005,2.630494271
3476,3,3476_3,Ts65Dn,Saline,C/S,0.370934869,0.306247231,2.642268498
3476,4,3476_4,Ts65Dn,Saline,C/S,0.300496593,0.23790276,2.129922624
3476,5,3476_5,Ts65Dn,Saline,C/S,0.29487029,0.238173495,2.133348985
3476,6,3476_6,Ts65Dn,Saline,C/S,0.304107615,0.259548403,2.213547922
3476,7,3476_7,Ts65Dn,Saline,C/S,0.291847237,0.229279523,2.15804442
3476,8,3476_8,Ts65Dn,Saline,C/S,0.302107728,0.2487946,2.180741149
3476,9,3476_9,Ts65Dn,Saline,C/S,0.292148266,0.232894912,2.113192507
3476,10,3476_10,Ts65Dn,Saline,C/S,0.332319256,0.241947029,2.110415175
3476,11,3476_11,Ts65Dn,Saline,C/S,0.301669959,0.233435087,2.063386604
3476,12,3476_12,Ts65Dn,Saline,C/S,0.288273616,0.204885993,1.905863192
3476,13,3476_13,Ts65Dn,Saline,C/S,0.282316241,0.232014038,1.932930396
3476,14,3476_14,Ts65Dn,Saline,C/S,0.284848485,0.234545455,2.009090909
3476,15,3476_15,Ts65Dn,Saline,C/S,0.289833911,0.199306443,1.792297865
3483,1,3483_1,Ts65Dn,Saline,C/S,0.355557569,0.245221487,2.433010236
3483,2,3483_2,Ts65Dn,Saline,C/S,0.337886987,0.239332919,2.343386854
3483,3,3483_3,Ts65Dn,Saline,C/S,0.346877748,0.240545295,2.456112577
3483,4,3483_4,Ts65Dn,Saline,C/S,0.294829732,0.202851001,2.068672927
3483,5,3483_5,Ts65Dn,Saline,C/S,0.288591372,0.214326582,2.035587596
3483,6,3483_6,Ts65Dn,Saline,C/S,0.294651163,0.209418605,2.076860465
3483,7,3483_7,Ts65Dn,Saline,C/S,0.285349462,0.195833333,1.979973118
3483,8,3483_8,Ts65Dn,Saline,C/S,0.271282934,0.189196346,1.969416126
3483,9,3483_9,Ts65Dn,Saline,C/S,0.279176201,0.19504644,1.99380805
3483,10,3483_10,Ts65Dn,Saline,C/S,0.25462963,0.185541311,1.83048433
3483,11,3483_11,Ts65Dn,Saline,C/S,0.259678275,0.17836309,1.815273113
3483,12,3483_12,Ts65Dn,Saline,C/S,0.247709594,0.179429559,1.780466724
3483,13,3483_13,Ts65Dn,Saline,C/S,0.24376123,0.176681972,1.793970852
3483,14,3483_14,Ts65Dn,Saline,C/S,0.24195122,0.167609756,1.740878049
3483,15,3483_15,Ts65Dn,Saline,C/S,0.239984366,0.188587063,1.739886652
3498,1,3498_1,Ts65Dn,Saline,C/S,0.320743754,0.201723804,2.302827813
3498,2,3498_2,Ts65Dn,Saline,C/S,0.33959825,0.205946698,2.334526651
3498,3,3498_3,Ts65Dn,Saline,C/S,0.339729922,0.212305818,2.308457711
3498,4,3498_4,Ts65Dn,Saline,C/S,0.289645185,0.195631185,2.064687425
3498,5,3498_5,Ts65Dn,Saline,C/S,0.324456163,0.213052076,2.280158207
3498,6,3498_6,Ts65Dn,Saline,C/S,0.322087093,0.215117039,2.250948084
3498,7,3498_7,Ts65Dn,Saline,C/S,0.268760064,0.2,2.101449275
3498,8,3498_8,Ts65Dn,Saline,C/S,0.287444021,0.202355283,2.110963676
3498,9,3498_9,Ts65Dn,Saline,C/S,0.290756303,0.208907563,2.120336134
3498,10,3498_10,Ts65Dn,Saline,C/S,0.24515634,0.234413965,1.838480721
3498,11,3498_11,Ts65Dn,Saline,C/S,0.266422615,0.207240187,1.968476713
3498,12,3498_12,Ts65Dn,Saline,C/S,0.28220339,0.207415254,2.070974576
3498,13,3498_13,Ts65Dn,Saline,C/S,0.254906334,0.22279215,1.861730598
3498,14,3498_14,Ts65Dn,Saline,C/S,0.262723845,0.211121583,1.926720075
3498,15,3498_15,Ts65Dn,Saline,C/S,0.265834077,0.194469224,1.860392507
50810B,1,50810B_1,Ts65Dn,Saline,C/S,0.342748777,0.210200619,2.61772632
50810B,2,50810B_2,Ts65Dn,Saline,C/S,0.343921686,0.200479473,2.618719409
50810B,3,50810B_3,Ts65Dn,Saline,C/S,0.337325741,0.199980365,2.607500491
50810B,4,50810B_4,Ts65Dn,Saline,C/S,0.304595469,0.192880259,2.377734628
50810B,5,50810B_5,Ts65Dn,Saline,C/S,0.295302013,0.189692288,2.322274281
50810B,6,50810B_6,Ts65Dn,Saline,C/S,0.292914172,0.173153693,2.264595808
50810B,7,50810B_7,Ts65Dn,Saline,C/S,0.278250901,0.171798231,2.174582378
50810B,8,50810B_8,Ts65Dn,Saline,C/S,0.271983312,0.166720154,2.144255456
50810B,9,50810B_9,Ts65Dn,Saline,C/S,0.290728044,0.166829905,2.149200131
50810B,10,50810B_10,Ts65Dn,Saline,C/S,0.255748738,0.149560666,1.936623668
50810B,11,50810B_11,Ts65Dn,Saline,C/S,0.247881738,0.163511808,1.87236344
50810B,12,50810B_12,Ts65Dn,Saline,C/S,0.258141674,0.165041398,1.946642134
50810B,13,50810B_13,Ts65Dn,Saline,C/S,0.245064998,0.158401541,1.843283582
50810B,14,50810B_14,Ts65Dn,Saline,C/S,0.245794393,0.173130841,1.810981308
50810B,15,50810B_15,Ts65Dn,Saline,C/S,0.242114817,0.14545042,1.791014295
50810C,1,50810C_1,Ts65Dn,Saline,C/S,0.442335971,0.262796723,2.883551572
50810C,2,50810C_2,Ts65Dn,Saline,C/S,0.441596459,0.263601314,2.923104384
50810C,3,50810C_3,Ts65Dn,Saline,C/S,0.464848359,0.249774447,2.995766535
50810C,4,50810C_4,Ts65Dn,Saline,C/S,0.373247442,0.228021978,2.557313376
50810C,5,50810C_5,Ts65Dn,Saline,C/S,0.381948424,0.221680993,2.662082139
50810C,6,50810C_6,Ts65Dn,Saline,C/S,0.374207385,0.217456173,2.533196568
50810C,7,50810C_7,Ts65Dn,Saline,C/S,0.33790436,0.206868261,2.45241444
50810C,8,50810C_8,Ts65Dn,Saline,C/S,0.341565259,0.205559532,2.437842997
50810C,9,50810C_9,Ts65Dn,Saline,C/S,0.342226965,0.198861615,2.498280564
50810C,10,50810C_10,Ts65Dn,Saline,C/S,0.312548593,0.200124397,2.28487016
50810C,11,50810C_11,Ts65Dn,Saline,C/S,0.301582228,0.203771776,2.342336583
50810C,12,50810C_12,Ts65Dn,Saline,C/S,0.30803097,0.19250038,2.244724457
50810C,13,50810C_13,Ts65Dn,Saline,C/S,0.294337698,0.205407244,2.139091991
50810C,14,50810C_14,Ts65Dn,Saline,C/S,0.285146118,0.190731454,2.180356216
50810C,15,50810C_15,Ts65Dn,Saline,C/S,0.309030958,0.216523173,2.316541491
50810E,1,50810E_1,Ts65Dn,Saline,C/S,0.376709895,0.24054006,2.629863208
50810E,2,50810E_2,Ts65Dn,Saline,C/S,0.383856343,0.233531869,2.578540315
50810E,3,50810E_3,Ts65Dn,Saline,C/S,0.386225646,0.239963752,2.721975532
50810E,4,50810E_4,Ts65Dn,Saline,C/S,0.333832522,0.207912143,2.341819543
50810E,5,50810E_5,Ts65Dn,Saline,C/S,0.331712184,0.208380097,2.299912707
50810E,6,50810E_6,Ts65Dn,Saline,C/S,0.330872231,0.20760856,2.34351145
50810E,7,50810E_7,Ts65Dn,Saline,C/S,0.299756172,0.192776593,2.125114294
50810E,8,50810E_8,Ts65Dn,Saline,C/S,0.306177977,0.202784891,2.233034571
50810E,9,50810E_9,Ts65Dn,Saline,C/S,0.305586153,0.200786782,2.220456334
50810E,10,50810E_10,Ts65Dn,Saline,C/S,0.29617737,0.204740061,2.193272171
50810E,11,50810E_11,Ts65Dn,Saline,C/S,0.2906381,0.206800186,2.266884024
50810E,12,50810E_12,Ts65Dn,Saline,C/S,0.296423017,0.206376361,2.231570762
50810E,13,50810E_13,Ts65Dn,Saline,C/S,0.278855032,0.216989843,2.071468144
50810E,14,50810E_14,Ts65Dn,Saline,C/S,0.276118018,0.209129709,2.081833364
50810E,15,50810E_15,Ts65Dn,Saline,C/S,0.290978158,0.209116809,2.147198481
3421,1,3421_1,Ts65Dn,Saline,S/C,0.323672384,0.223424745,2.02806567
3421,2,3421_2,Ts65Dn,Saline,S/C,0.317242657,0.243861762,2.011118317
3421,3,3421_3,Ts65Dn,Saline,S/C,0.345640526,0.261568436,2.153044325
3421,4,3421_4,Ts65Dn,Saline,S/C,0.300678952,0.204440134,1.817544994
3421,5,3421_5,Ts65Dn,Saline,S/C,0.301781113,0.210148986,1.913744819
3421,6,3421_6,Ts65Dn,Saline,S/C,0.310188416,0.211095604,1.924401023
3421,7,3421_7,Ts65Dn,Saline,S/C,0.250059538,0.163967611,1.501547988
3421,8,3421_8,Ts65Dn,Saline,S/C,0.258629846,0.184678704,1.714285714
3421,9,3421_9,Ts65Dn,Saline,S/C,0.277329939,0.19601188,1.781643332
3421,10,3421_10,Ts65Dn,Saline,S/C,0.234618182,0.156654545,1.44
3421,11,3421_11,Ts65Dn,Saline,S/C,0.248693835,0.165397821,1.460665771
3421,12,3421_12,Ts65Dn,Saline,S/C,0.276657553,0.184039645,1.674128503
3421,13,3421_13,Ts65Dn,Saline,S/C,0.241693291,0.162779553,1.330830671
3421,14,3421_14,Ts65Dn,Saline,S/C,0.239036145,0.155823293,1.346827309
3421,15,3421_15,Ts65Dn,Saline,S/C,0.289689346,0.181055841,1.589289118
3425,1,3425_1,Ts65Dn,Saline,S/C,0.318812076,0.246435244,2.426885633
3425,2,3425_2,Ts65Dn,Saline,S/C,0.314783427,0.229661017,2.332015066
3425,3,3425_3,Ts65Dn,Saline,S/C,0.298396702,0.226843793,2.309665598
3425,4,3425_4,Ts65Dn,Saline,S/C,0.284404748,0.216241627,2.164179104
3425,5,3425_5,Ts65Dn,Saline,S/C,0.269501172,0.204553063,2.031692891
3425,6,3425_6,Ts65Dn,Saline,S/C,0.261558931,0.198691651,2.055105888
3425,7,3425_7,Ts65Dn,Saline,S/C,0.260963336,0.193961179,1.975557153
3425,8,3425_8,Ts65Dn,Saline,S/C,0.234376997,0.170223642,1.773929712
3425,9,3425_9,Ts65Dn,Saline,S/C,0.235013536,0.169008637,1.768982854
3425,10,3425_10,Ts65Dn,Saline,S/C,0.246042216,0.166062005,1.733509235
3425,11,3425_11,Ts65Dn,Saline,S/C,0.207662835,0.156321839,1.590038314
3425,12,3425_12,Ts65Dn,Saline,S/C,0.216283022,0.154333385,1.619032906
3425,13,3425_13,Ts65Dn,Saline,S/C,0.203435805,0.157142857,1.484990958
3425,14,3425_14,Ts65Dn,Saline,S/C,0.206748795,0.154258168,1.466880914
3425,15,3425_15,Ts65Dn,Saline,S/C,0.194159569,0.148096645,1.414913958
3426,1,3426_1,Ts65Dn,Saline,S/C,0.409320273,0.255664391,2.68328881
3426,2,3426_2,Ts65Dn,Saline,S/C,0.38732662,0.251377541,2.608018241
3426,3,3426_3,Ts65Dn,Saline,S/C,0.376439841,0.259413416,2.620559481
3426,4,3426_4,Ts65Dn,Saline,S/C,0.382957393,0.243734336,2.445614035
3426,5,3426_5,Ts65Dn,Saline,S/C,0.347259711,0.234714235,2.367210421
3426,6,3426_6,Ts65Dn,Saline,S/C,0.347187086,0.255270449,2.384170582
3426,7,3426_7,Ts65Dn,Saline,S/C,0.344047433,0.233577781,2.308472461
3426,8,3426_8,Ts65Dn,Saline,S/C,0.316564242,0.221809347,2.104044591
3426,9,3426_9,Ts65Dn,Saline,S/C,0.321840803,0.231899265,2.183930445
3426,10,3426_10,Ts65Dn,Saline,S/C,0.318545455,0.223454545,2.072
3426,11,3426_11,Ts65Dn,Saline,S/C,0.297992251,0.217506164,2.004931314
3426,12,3426_12,Ts65Dn,Saline,S/C,0.301539012,0.226735863,2.062813171
3426,13,3426_13,Ts65Dn,Saline,S/C,NA,NA,NA
3426,14,3426_14,Ts65Dn,Saline,S/C,NA,NA,NA
3426,15,3426_15,Ts65Dn,Saline,S/C,NA,NA,NA
3491,1,3491_1,Ts65Dn,Saline,S/C,0.383866599,0.283561876,2.598103944
3491,2,3491_2,Ts65Dn,Saline,S/C,0.401131396,0.297420074,2.647295792
3491,3,3491_3,Ts65Dn,Saline,S/C,0.380524152,0.304556355,2.646282974
3491,4,3491_4,Ts65Dn,Saline,S/C,0.353676626,0.284700148,2.509218055
3491,5,3491_5,Ts65Dn,Saline,S/C,0.352658016,0.272917539,2.413980745
3491,6,3491_6,Ts65Dn,Saline,S/C,0.332892999,0.267147648,2.357280764
3491,7,3491_7,Ts65Dn,Saline,S/C,0.3433687,0.236870027,2.235676393
3491,8,3491_8,Ts65Dn,Saline,S/C,0.313407676,0.235736515,2.157157676
3491,9,3491_9,Ts65Dn,Saline,S/C,0.289785933,0.226911315,2.051009174
3491,10,3491_10,Ts65Dn,Saline,S/C,0.363295241,0.237932799,2.321848883
3491,11,3491_11,Ts65Dn,Saline,S/C,0.385961959,0.233630702,2.250126241
3491,12,3491_12,Ts65Dn,Saline,S/C,0.361929853,0.232175202,2.1967726
3491,13,3491_13,Ts65Dn,Saline,S/C,0.358586933,0.267290913,2.208129389
3491,14,3491_14,Ts65Dn,Saline,S/C,0.362458194,0.261078595,2.115593645
3491,15,3491_15,Ts65Dn,Saline,S/C,0.356124807,0.228043143,1.955123267
3513,1,3513_1,Ts65Dn,Saline,S/C,0.374946966,0.256470089,2.846414934
3513,2,3513_2,Ts65Dn,Saline,S/C,0.387617179,0.269239154,2.855788097
